GCF_000001985.1	Talaromyces marneffei ATCC 18224
GCF_000024405.1	Sebaldella termitidis ATCC 33386
GCF_000024465.1	Candidatus Puniceispirillum marinum IMCC1322
GCF_000024505.1	Anaplasma centrale str. Israel
GCF_000024545.1	Stackebrandtia nassauensis DSM 44728
GCF_000024565.1	Streptobacillus moniliformis DSM 12112
GCF_000024605.1	Ammonifex degensii KC4
GCF_000024625.1	Methanocaldococcus vulcanius M7
GCF_000024725.1	Nitrosococcus halophilus Nc 4
GCF_000024765.1	Halothiobacillus neapolitanus c2
GCF_000024785.1	Gordonia bronchialis DSM 43247
GCF_000024845.1	Rhodothermus marinus DSM 4252
GCF_000024865.1	Streptosporangium roseum DSM 43021
GCF_000024885.1	Sulfurospirillum deleyianum DSM 6946
GCF_000024905.1	Thermanaerovibrio acidaminovorans DSM 6589
GCF_000024925.1	Sanguibacter keddieii DSM 10542
GCF_000024945.1	Veillonella parvula DSM 2008
GCF_000024965.1	Xylanimonas cellulosilytica DSM 15894
GCF_000024985.1	Sphaerobacter thermophilus DSM 20745
GCF_000025005.1	Thermobaculum terrenum ATCC BAA-798
GCF_000025085.1	Staphylococcus lugdunensis HKU09-01
GCF_000025125.1	Candidatus Atelocyanobacterium thalassa isolate ALOHA
GCF_000025185.1	Pirellula staleyi DSM 6068
GCF_000025205.1	Gardnerella vaginalis 409-05
GCF_000025225.2	Mageeibacillus indolicus UPII9-5
GCF_000025265.1	Conexibacter woesei DSM 14684
GCF_000025285.1	Archaeoglobus profundus DSM 5631
GCF_000025305.1	Acidaminococcus fermentans DSM 20731
GCF_000025325.1	Haloterrigena turkmenica DSM 5511
GCF_000025345.1	Geodermatophilus obscurus DSM 43160
GCF_000025405.2	Pantoea ananatis LMG 20103
GCF_000025485.1	Allochromatium vinosum DSM 180
GCF_000025505.1	Ferroglobus placidus DSM 10642
GCF_000025565.1	Enterobacter cloacae subsp. cloacae ATCC 13047
GCF_000025605.1	Thermocrinis albus DSM 14484
GCF_000025625.1	Natrialba magadii ATCC 43099
GCF_000025645.1	Thermoanaerobacter italicus Ab9
GCF_000025665.1	Aciduliprofundum boonei T469
GCF_000025685.1	Haloferax volcanii DS2
GCF_000025705.1	Sideroxydans lithotrophicus ES-1
GCF_000025725.1	Denitrovibrio acetiphilus DSM 12809
GCF_000025845.1	Mycoplasma crocodyli MP145
GCF_000025865.1	Methanohalophilus mahii DSM 5219
GCF_000025885.1	Aminobacterium colombiense DSM 12261
GCF_000025905.1	Coraliomargarita akajimensis DSM 45221
GCF_000025925.1	Prevotella ruminicola 23
GCF_000025945.1	Desulfotalea psychrophila LSv54
GCF_000025965.1	Aromatoleum aromaticum EbN1
GCF_000026005.1	Ehrlichia ruminantium str. Welgevonden
GCF_000026045.1	Natronomonas pharaonis DSM 2160
GCF_000026065.1	Lactobacillus sakei subsp. sakei 23K
GCF_000026105.1	Pseudomonas entomophila L48
GCF_000026125.1	Herminiimonas arsenicoxydans
GCF_000026205.1	Candidatus Phytoplasma mali
GCF_000026325.1	Escherichia coli UMN026
GCF_000026345.1	Escherichia coli IAI39
GCF_000026365.1	Zygosaccharomyces rouxii
GCF_000026405.1	Leuconostoc citreum KM20
GCF_000026505.1	Lactobacillus rhamnosus GG
GCF_000026605.1	Streptococcus equi subsp. zooepidemicus
GCF_000026745.1	Streptococcus suis BM407
GCF_000026765.1	Mycoplasma conjunctivae
GCF_000026945.1	Candida dubliniensis CD36
GCF_000027005.1	Komagataella phaffii GS115
GCF_000027145.1	Listeria seeligeri serovar 1/2b str. SLCC3954
GCF_000027165.1	Streptococcus mitis B6
GCF_000027225.1	Xenorhabdus bovienii SS-2004
GCF_000027305.1	Haemophilus influenzae Rd KW20
GCF_000027325.1	Mycoplasma genitalium G37
GCF_000027345.1	Mycoplasma pneumoniae M129
GCF_000043285.1	Candidatus Blochmannia floridanus
GCF_000046705.1	Bartonella henselae str. Houston-1
GCF_000055785.1	Chromohalobacter salexigens DSM 3043
GCF_000055945.1	Lawsonia intracellularis PHE/MN1-00
GCF_000056065.1	Lactobacillus delbrueckii subsp. bulgaricus ATCC 11842 = JCM 1002
GCF_000058485.1	Frankia alni ACN14a
GCF_000060345.1	Gramella forsetii KT0803
GCF_000062885.1	Saccharopolyspora erythraea NRRL 2338
GCF_000063445.1	Methanocella arvoryzae MRE50
GCF_000063505.1	Synechococcus sp. WH 7803
GCF_000063525.1	Synechococcus sp. RCC307
GCF_000063545.1	Orientia tsutsugamushi str. Boryong
GCF_000063585.1	Clostridium botulinum A str. ATCC 3502
GCF_000063605.1	Mycoplasma agalactiae PG2
GCF_000064305.2	Flavobacterium psychrophilum JIP02/86
GCF_000067165.1	Sorangium cellulosum So ce56
GCF_000067205.1	Bordetella petrii
GCF_000068585.1	Chlamydia trachomatis 434/Bu
GCF_000069025.1	Halobacterium salinarum R1
GCF_000069185.1	Mycobacteroides abscessus
GCF_000069225.1	Clavibacter sepedonicus
GCF_000069785.1	Cupriavidus taiwanensis LMG 19424
GCF_000069925.1	Candidatus Phytoplasma australiense
GCF_000069945.1	Corynebacterium urealyticum DSM 7109
GCF_000069965.1	Proteus mirabilis HI4320
GCF_000072485.1	Stenotrophomonas maltophilia K279a
GCF_000073005.1	Wolbachia endosymbiont of Culex quinquefasciatus Pel
GCF_000085865.1	Mycoplasma hominis ATCC 23114
GCF_000090965.1	Buchnera aphidicola BCc
GCF_000090985.2	Micromonas commoda
GCF_000091025.4	Eremothecium gossypii ATCC 10895
GCF_000091045.1	Cryptococcus neoformans var. neoformans JEC21
GCF_000091125.1	Sphingobium japonicum UT26S
GCF_000091225.1	Encephalitozoon cuniculi GB-M1
GCF_000091305.1	Streptomyces scabiei 87.22
GCF_000091325.1	Shewanella violacea DSS12
GCF_000091465.1	Vibrio tasmaniensis LGP32
GCF_000091545.1	Thermus thermophilus HB8
GCF_000091565.1	Erwinia amylovora CFBP1430
GCF_000091665.1	Methanocaldococcus jannaschii DSM 2661
GCF_000091765.1	Lactobacillus crispatus ST1
GCF_000091785.1	Legionella longbeachae NSW150
GCF_000091985.1	Helicobacter mustelae 12198
GCF_000092025.1	Agrobacterium fabrum str. C58
GCF_000092045.1	Rhizobium etli CFN 42
GCF_000092065.1	Ostreococcus lucimarinus CCE9901
GCF_000092105.1	Planctopirus limnophila DSM 3776
GCF_000092125.1	Meiothermus silvanus DSM 9946
GCF_000092185.1	Thermosphaera aggregans DSM 11486
GCF_000092205.1	Desulfurivibrio alkaliphilus AHT 2
GCF_000092225.1	Tsukamurella paurometabola DSM 20162
GCF_000092245.1	Arcobacter nitrofigilis DSM 7299
GCF_000092265.1	Moraxella catarrhalis BBH18
GCF_000092305.1	Methanocaldococcus infernus ME
GCF_000092365.1	Arcanobacterium haemolyticum DSM 20595
GCF_000092385.1	Streptomyces bingchenggensis BCW-1
GCF_000092405.1	Syntrophothermus lipocalidus DSM 12680
GCF_000092425.1	Truepera radiovictrix DSM 17093
GCF_000092465.1	Staphylothermus hellenicus DSM 12710
GCF_000092505.1	Leuconostoc kimchii IMSNU 11154
GCF_000092565.1	Leptospira interrogans serovar Lai str. 56601
GCF_000092585.1	Mycoplasma gallisepticum str. R(low)
GCF_000092645.1	Thermobispora bispora DSM 43833
GCF_000092785.1	Waddlia chondrophila WSU 86-1044
GCF_000092825.1	Segniliparus rotundus DSM 44985
GCF_000092845.1	Brachyspira murdochii DSM 12563
GCF_000092865.1	Cellulomonas flavigena DSM 20109
GCF_000092905.1	Kyrpidia tusciae DSM 2912
GCF_000092925.1	Starkeya novella DSM 506
GCF_000092985.1	Nocardiopsis dassonvillei subsp. dassonvillei DSM 43111
GCF_000093025.1	Methylotenera versatilis 301
GCF_000093065.1	Candidatus Riesia pediculicola USDA
GCF_000093085.1	[Bacillus] selenitireducens MLS10
GCF_000093165.1	Blattabacterium sp. (Periplaneta americana) str. BPLAN
GCF_000142805.1	Lachancea thermotolerans CBS 6340
GCF_000143085.1	Nitrosococcus watsonii C-113
GCF_000143105.1	Grosmannia clavigera kw1407
GCF_000143145.1	Hyphomicrobium denitrificans ATCC 51888
GCF_000143165.1	Dehalogenimonas lykanthroporepellens BL-DC-9
GCF_000143185.1	Schizophyllum commune H4-8
GCF_000143365.1	Chaetomium globosum CBS 148.51
GCF_000143535.1	Botrytis cinerea B05.10
GCF_000143565.1	Laccaria bicolor S238N-H82
GCF_000143625.1	Candidatus Regiella insecticola LSR1
GCF_000143765.1	Sphingobacterium spiritivorum ATCC 33861
GCF_000143825.1	Corynebacterium genitalium ATCC 33030
GCF_000143845.1	Olsenella uli DSM 7084
GCF_000143965.1	Desulfarculus baarsii DSM 2075
GCF_000143985.1	Sediminispirochaeta smaragdinae DSM 11293
GCF_000144405.1	Prevotella melaninogenica ATCC 25845
GCF_000144605.1	Brevundimonas subvibrioides ATCC 15264
GCF_000144625.1	[Clostridium] saccharolyticum WM1
GCF_000144645.1	Thermosediminibacter oceani DSM 16646
GCF_000144675.1	Corynebacterium pseudotuberculosis C231
GCF_000144695.1	Acetohalobium arabaticum DSM 5501
GCF_000144915.1	Acidilobus saccharovorans 345-15
GCF_000145035.1	Butyrivibrio proteoclasticus B316
GCF_000145235.1	Micromonospora aurantiaca ATCC 27029
GCF_000145255.1	Gallionella capsiferriformans ES-2
GCF_000145275.1	Clostridium cellulovorans 743B
GCF_000145295.1	Methanothermobacter marburgensis str. Marburg
GCF_000145615.1	Thermoanaerobacterium thermosaccharolyticum DSM 571
GCF_000145635.1	Gaeumannomyces tritici R3-111a-1
GCF_000146045.2	Saccharomyces cerevisiae S288C
GCF_000146065.2	Candidatus Cloacimonas acidaminovorans str. Evry
GCF_000146165.2	Shewanella oneidensis MR-1
GCF_000146185.1	[Eubacterium] eligens ATCC 27750
GCF_000146345.1	Peptoniphilus duerdenii ATCC BAA-1640
GCF_000146465.1	Encephalitozoon intestinalis ATCC 50506
GCF_000146505.1	Fibrobacter succinogenes subsp. succinogenes S85
GCF_000146675.1	Prevotella marshii DSM 16973 = JCM 13450
GCF_000146855.1	[Eubacterium] yurii subsp. margaretiae ATCC 43715
GCF_000146915.1	Parastagonospora nodorum SN15
GCF_000146945.1	Sclerotinia sclerotiorum 1980 UF-70
GCF_000146945.2	Sclerotinia sclerotiorum 1980 UF-70
GCF_000147055.1	Dickeya dadantii 3937
GCF_000147335.1	Cyanothece sp. PCC 7822
GCF_000147355.1	Sulfurimonas autotrophica DSM 16294
GCF_000147415.1	Chlorella variabilis
GCF_000147675.1	Peptostreptococcus stomatis DSM 17678
GCF_000147695.2	Thermoanaerobacter wiegelii Rt8.B1
GCF_000147715.2	Mesotoga prima MesG1.Ag.4.2
GCF_000147815.2	Streptomyces violaceusniger Tu 4113
GCF_000147835.2	Sphingobium chlorophenolicum L-1
GCF_000147875.1	Methanolacinia petrolearia DSM 11571
GCF_000148385.1	Vulcanisaeta distributa DSM 14429
GCF_000148645.1	Ferrimonas balearica DSM 9799
GCF_000148725.1	Roseibium sp. TrichSKD4
GCF_000148995.1	Listeria grayi DSM 20601
GCF_000149035.1	Colletotrichum graminicola M1.001
GCF_000149205.1	Aspergillus nidulans FGSC A4
GCF_000149335.2	Coccidioides immitis RS
GCF_000149425.1	Meyerozyma guilliermondii ATCC 6260
GCF_000149555.1	Fusarium verticillioides 7600
GCF_000149585.1	Histoplasma capsulatum NAm1
GCF_000149615.1	Aspergillus terreus NIH2624
GCF_000149645.1	Aspergillus fischeri NRRL 181
GCF_000149685.1	Lodderomyces elongisporus NRRL YB-4239
GCF_000149845.2	Schizosaccharomyces japonicus yFS275
GCF_000149925.1	Puccinia graminis f. sp. tritici CRL 75-36-700-3
GCF_000149955.1	Fusarium oxysporum f. sp. lycopersici 4287
GCF_000149985.1	Pyrenophora tritici-repentis Pt-1C-BFP
GCF_000150035.1	Vanderwaltozyma polyspora DSM 70294
GCF_000150505.1	Schizosaccharomyces octosporus yFS286
GCF_000150675.1	Verticillium dahliae VdLs.17
GCF_000150705.2	Paracoccidioides lutzii Pb01
GCF_000150735.1	Paracoccidioides brasiliensis Pb18
GCF_000150825.1	Verticillium alfalfae VaMs.102
GCF_000150975.2	Nannizzia gypsea CBS 118893
GCF_000151105.2	Thermococcus barophilus MP
GCF_000151125.1	Trichophyton benhamiae CBS 112371
GCF_000151145.1	Microsporum canis CBS 113480
GCF_000151335.1	Coccidioides posadasii C735 delta SOWgp
GCF_000151355.1	[Nectria] haematococca mpVI 77-13-4
GCF_000151425.1	Trichophyton rubrum CBS 118892
GCF_000151505.1	Trichophyton verrucosum HKI 0517
GCF_000151645.1	Tuber melanosporum Mel28
GCF_000152145.1	Oscillochloris trichoides DG-6
GCF_000152245.2	Eubacterium limosum KIST612
GCF_000152265.2	Ferroplasma acidarmanus fer1
GCF_000152625.1	Roseovarius nubinhibens ISM
GCF_000152705.1	Janibacter sp. HTCC2649
GCF_000152725.1	Pseudooceanicola batsensis HTCC2597
GCF_000152745.1	Oceanicaulis sp. HTCC2633
GCF_000152805.1	Maritimibacter alkaliphilus HTCC2654
GCF_000152825.2	Parvularcula bermudensis HTCC2503
GCF_000152845.1	Roseovarius sp. 217
GCF_000152865.1	Erythrobacter sp. NAP1
GCF_000152885.1	Idiomarina baltica OS145
GCF_000152985.1	Leeuwenhoekiella blandensis MED217
GCF_000153025.1	Marinomonas sp. MED121
GCF_000153045.1	Synechococcus sp. WH 5701
GCF_000153065.1	Synechococcus sp. RS9917
GCF_000153105.1	Blastopirellula marina DSM 3645
GCF_000153125.2	Congregibacter litoralis KT71
GCF_000153145.1	marine actinobacterium PHSC20C1
GCF_000153165.2	Maribacter sp. HTCC2170
GCF_000153185.1	Reinekea blandensis MED297
GCF_000153205.1	Nitrococcus mobilis Nb-231
GCF_000153225.1	Polaribacter irgensii 23-P
GCF_000153245.1	Pseudoalteromonas tunicata D2
GCF_000153305.1	Oceanicola granulosus HTCC2516
GCF_000153345.1	Neptuniibacter caesariensis
GCF_000153405.2	Psychromonas sp. CNPT3
GCF_000153465.1	Aurantimonas manganoxydans SI85-9A1
GCF_000153485.2	Psychroflexus torquis ATCC 700755
GCF_000153565.1	Bermanella marisrubri
GCF_000153705.1	Fulvimarina pelagi HTCC2506
GCF_000153725.1	Salipiger bermudensis HTCC2601
GCF_000153745.1	Rhodobacterales bacterium HTCC2255
GCF_000153765.1	Mariprofundus ferrooxydans PV-1
GCF_000153825.1	Synechococcus sp. RS9916
GCF_000153885.1	Eubacterium ventriosum ATCC 27560
GCF_000153905.1	Blautia obeum ATCC 29174
GCF_000153925.1	Ruminococcus torques ATCC 27756
GCF_000154065.1	Dorea longicatena DSM 13814
GCF_000154205.1	Bacteroides uniformis ATCC 8492
GCF_000154225.1	Actinomyces odontolyticus ATCC 17982
GCF_000154245.1	Clostridium sp. L2-50
GCF_000154285.1	Absiella dolichum DSM 3991
GCF_000154305.1	Anaerostipes caccae DSM 14662
GCF_000154345.1	[Clostridium] leptum DSM 753
GCF_000154425.1	Coprococcus eutactus ATCC 27759
GCF_000154445.1	Intestinibacter bartlettii DSM 16795
GCF_000154465.1	Alistipes putredinis DSM 17216
GCF_000154485.1	Erysipelatoclostridium ramosum DSM 1402
GCF_000154505.1	[Clostridium] scindens ATCC 35704
GCF_000154525.1	Bacteroides stercoris ATCC 43183
GCF_000154565.1	Anaerotruncus colihominis DSM 17241
GCF_000154705.2	Hoeflea phototrophica DFL-43
GCF_000154725.1	Kordia algicida OT-1
GCF_000154785.2	Roseobacter litoralis Och 149
GCF_000154805.1	[Clostridium] spiroforme DSM 1552
GCF_000154825.1	Anaerofustis stercorihominis DSM 17244
GCF_000154845.1	Bacteroides coprocola DSM 17136
GCF_000155205.1	Ruminococcus lactaris ATCC 29176
GCF_000155435.1	Clostridiales bacterium 1_7_47FAA
GCF_000155495.1	Helicobacter pullorum MIT 98-5489
GCF_000155555.1	Coleofasciculus chthonoplastes PCC 7420
GCF_000155595.1	Synechococcus sp. PCC 7335
GCF_000155635.1	Cyanobium sp. PCC 7001
GCF_000155695.1	Verrucomicrobiae bacterium DG1235
GCF_000155715.1	gamma proteobacterium HTCC5015
GCF_000155735.2	Octadecabacter arcticus 238
GCF_000155775.1	Glaciecola sp. HTCC2999
GCF_000155855.1	[Bacteroides] pectinophilus ATCC 43243
GCF_000155875.1	Coprococcus comes ATCC 27758
GCF_000155895.1	Candidatus Pelagibacter sp. HTCC7211
GCF_000155955.1	Mitsuokella multacida DSM 20544
GCF_000156015.1	Butyrivibrio crossotus DSM 2876
GCF_000156035.2	Tyzzerella nexilis DSM 1787
GCF_000156055.1	[Clostridium] hiranonis DSM 13275
GCF_000156115.1	Rhodobacteraceae bacterium HTCC2083
GCF_000156175.1	Collinsella intestinalis DSM 13280
GCF_000156215.1	Collinsella stercoris DSM 13279
GCF_000156295.1	marine gamma proteobacterium HTCC2148
GCF_000156335.1	Roseobacter sp. GAI101
GCF_000156355.1	Methylophaga thiooxydans DMS010
GCF_000156435.1	Streptomyces viridosporus ATCC 14672
GCF_000156515.1	[Clostridium] hylemonae DSM 15053
GCF_000156535.1	Roseburia intestinalis L1-82
GCF_000156575.1	Anaerococcus lactolyticus ATCC 51172
GCF_000156595.1	Corynebacterium glucuronolyticum ATCC 51867
GCF_000156655.1	Holdemanella biformis DSM 3989
GCF_000156675.1	Blautia hansenii DSM 20583
GCF_000157355.2	Enterococcus casseliflavus EC20
GCF_000157895.3	Mycobacterium kansasii ATCC 12478
GCF_000157915.1	Bacteroides coprophilus DSM 18228 = JCM 13818
GCF_000157935.1	Prevotella copri DSM 18205
GCF_000157955.1	Subdoligranulum variabile DSM 15176
GCF_000157975.1	Blautia hydrogenotrophica DSM 10507
GCF_000158075.1	[Clostridium] asparagiforme DSM 15981
GCF_000158095.1	Labrenzia alexandrii DFL-11
GCF_000158155.1	gamma proteobacterium NOR5-3
GCF_000158175.1	Luminiphilus syltensis NOR5-1B
GCF_000158195.2	Fusobacterium mortiferum ATCC 9817
GCF_000158215.3	Fusobacterium periodonticum 2_1_31
GCF_000158275.2	Fusobacterium nucleatum subsp. animalis 7_1
GCF_000158315.2	Fusobacterium ulcerans ATCC 49185
GCF_000158455.1	Helicobacter winghamensis ATCC BAA-430
GCF_000158475.2	Oxalobacter formigenes HOxBLS
GCF_000158495.1	Oxalobacter formigenes OXCC13
GCF_000158615.1	Eikenella corrodens ATCC 23834
GCF_000158655.1	[Clostridium] methylpentosum DSM 5476
GCF_000158915.1	Streptomyces himastatinicus ATCC 53653
GCF_000158935.1	Streptomyces lividans TK24
GCF_000158955.1	Streptomyces viridochromogenes DSM 40736
GCF_000159015.1	Actinomyces coleocanis DSM 15436
GCF_000159035.1	Actinomyces urogenitalis DSM 15434
GCF_000159055.1	Clostridium sp. M62/1
GCF_000159095.1	Anaerococcus tetradius ATCC 35098
GCF_000159115.1	Corynebacterium accolens ATCC 49725
GCF_000159155.2	Gardnerella vaginalis ATCC 14019
GCF_000159235.2	Atopobium vaginae DSM 15829
GCF_000159315.1	Lactobacillus hilgardii DSM 20176 = ATCC 8290
GCF_000159435.1	Lactobacillus vaginalis DSM 5837 = ATCC 49540
GCF_000159635.1	Corynebacterium lipophiloflavum DSM 44291
GCF_000159995.1	Alloprevotella tannerae ATCC 51259
GCF_000160035.2	Catonella morbi ATCC 51271
GCF_000160055.1	Dialister invisus DSM 15470
GCF_000160075.2	Abiotrophia defectiva ATCC 49176
GCF_000160095.1	Hungatella hathewayi DSM 13479
GCF_000160115.1	Shuttleworthia satelles DSM 14600
GCF_000160135.1	Oribacterium sp. oral taxon 078 str. F0262
GCF_000160435.1	Kingella oralis ATCC 51147
GCF_000160455.2	Acetomicrobium hydrogeniformans ATCC BAA-1850
GCF_000160535.1	Prevotella bergensis DSM 17361
GCF_000160555.1	Selenomonas noxia ATCC 43541
GCF_000160575.1	Weissella paramesenteroides ATCC 33313
GCF_000160615.1	Mobiluncus mulieris ATCC 35243
GCF_000160635.1	Oribacterium sinus F0268
GCF_000160655.1	Cardiobacterium hominis ATCC 15826
GCF_000160675.1	Granulicatella adiacens ATCC 49175
GCF_000160695.1	Selenomonas flueggei ATCC 43531
GCF_000160775.2	Aeromicrobium marinum DSM 15272
GCF_000160835.1	Lactobacillus antri DSM 16041
GCF_000160875.1	Lactobacillus iners DSM 13335
GCF_000161755.1	Citreicella sp. SE45
GCF_000161775.1	Ruegeria lacuscaerulensis ITI-1157
GCF_000161835.1	Thalassobium sp. R2A62
GCF_000161935.1	Lactobacillus coleohominis 101-4-CHN
GCF_000161975.1	Eubacterium saphenum ATCC 49989
GCF_000162015.1	Faecalibacterium prausnitzii A2-165
GCF_000162475.2	Granulicatella elegans ATCC 700633
GCF_000162575.1	Helicobacter canadensis MIT 98-5491
GCF_000162755.2	Legionella drancourtii LLAP12
GCF_000162875.1	Slackia exigua ATCC 700122
GCF_000162895.1	Actinomyces sp. oral taxon 848 str. F0332
GCF_000163555.2	alpha proteobacterium HIMB114
GCF_000163595.1	Serratia odorifera DSM 4582
GCF_000163695.1	Bacteroidetes oral taxon 274 str. F0058
GCF_000163775.2	Simonsiella muelleri ATCC 29453
GCF_000163875.1	Streptomyces clavuligerus ATCC 27064
GCF_000163895.2	Filifactor alocis ATCC 35896
GCF_000164135.1	Mycobacterium parascrofulaceum ATCC BAA-614
GCF_000164395.1	Komagataeibacter hansenii ATCC 23769
GCF_000164635.1	Roseomonas cervicalis ATCC 49957
GCF_000164675.2	Streptococcus parasanguinis ATCC 15912
GCF_000164695.2	Rothia dentocariosa ATCC 17931
GCF_000164865.1	Enterobacter lignolyticus SCF1
GCF_000164985.3	Paenibacillus polymyxa SC2
GCF_000165465.1	Halanaerobium praevalens DSM 2228
GCF_000165485.1	Stigmatella aurantiaca DW4/3-1
GCF_000165505.1	Ilyobacter polytropus DSM 2926
GCF_000165675.1	Leuconostoc fallax KCTC 3537
GCF_000165715.2	Rubinisphaera brasiliensis DSM 5305
GCF_000165735.1	Megasphaera micronuciformis F0359
GCF_000165795.1	Aminomonas paucivorans DSM 12260
GCF_000165905.1	Bifidobacterium bifidum PRL2010
GCF_000166005.1	Pyrenophora teres f. teres 0-1
GCF_000166055.1	Rhodomicrobium vannielii ATCC 17100
GCF_000166095.1	Methanothermus fervidus DSM 2088
GCF_000166135.1	Frankia inefficax
GCF_000166195.2	Mucilaginibacter paludis DSM 18603
GCF_000166275.1	Algoriphagus machipongonensis
GCF_000166295.1	Marinobacter adhaerens HP15
GCF_000166395.1	Leadbetterella byssophila DSM 17132
GCF_000166415.1	Halanaerobium hydrogeniformans
GCF_000167195.1	Crocosphaera watsonii WH 8501
GCF_000167355.1	Desulfuromonas acetoxidans DSM 684
GCF_000167675.1	Trichoderma reesei QM6a
GCF_000168275.1	delta proteobacterium MLMS-1
GCF_000168295.1	Rickettsiella grylli
GCF_000168715.1	Chlorobium ferrooxidans DSM 13031
GCF_000168975.1	Labrenzia aggregata IAM 12614
GCF_000168995.1	Methylophilales bacterium HTCC2181
GCF_000169035.1	Collinsella aerofaciens ATCC 25986
GCF_000169075.1	marine gamma proteobacterium HTCC2143
GCF_000169115.1	marine gamma proteobacterium HTCC2080
GCF_000169155.1	Thermosinus carboxydivorans Nor1
GCF_000169175.1	Microscilla marina ATCC 23134
GCF_000169235.1	Dorea formicigenerans ATCC 27755
GCF_000169255.2	Pseudoflavonifractor capillosus ATCC 29799
GCF_000169395.1	Rhodobacteraceae bacterium HTCC2150
GCF_000169415.1	Sagittula stellata E-37
GCF_000169435.1	Roseobacter sp. CCS2
GCF_000169455.1	Roseobacter sp. SK209-2-6
GCF_000170735.1	Caminibacter mediatlanticus TB-2
